condition,seed,recipe_id,epoch,train_loss,val_loss,train_acc,val_acc,lr
moco,1,probe_recipe_v1,1,2.239626594543457,2.1593292274475098,0.68475,0.925,0.0003
moco,1,probe_recipe_v1,2,2.1164682693481445,2.025061857223511,0.855,0.937,0.0003
moco,1,probe_recipe_v1,3,1.9997966918945314,1.8983776950836182,0.87375,0.938,0.0003
moco,1,probe_recipe_v1,4,1.8903406143188477,1.7793480758666993,0.882,0.942,0.0003
moco,1,probe_recipe_v1,5,1.7832905979156495,1.6672449178695679,0.88275,0.942,0.0003
moco,1,probe_recipe_v1,6,1.6934066505432128,1.5643785495758056,0.884,0.943,0.0003
moco,1,probe_recipe_v1,7,1.6011830902099609,1.4682801456451415,0.88125,0.944,0.0003
moco,1,probe_recipe_v1,8,1.5160385818481446,1.3798584995269776,0.8855,0.942,0.0003
moco,1,probe_recipe_v1,9,1.4386921892166138,1.2983833703994752,0.89475,0.941,0.0003
moco,1,probe_recipe_v1,10,1.371373963356018,1.224082015991211,0.8765,0.944,0.0003
moco,1,probe_recipe_v1,11,1.310782241821289,1.156166265487671,0.8855,0.94,0.0003
moco,1,probe_recipe_v1,12,1.248430853843689,1.0936914310455321,0.88725,0.944,0.0003
moco,1,probe_recipe_v1,13,1.1929980640411377,1.0365672369003296,0.889,0.941,0.0003
moco,1,probe_recipe_v1,14,1.1455240497589112,0.9843484268188477,0.895,0.944,0.0003
moco,1,probe_recipe_v1,15,1.0987388248443604,0.936482325553894,0.88925,0.941,0.0003
moco,1,probe_recipe_v1,16,1.0502576789855957,0.8920866770744323,0.895,0.941,0.0003
moco,1,probe_recipe_v1,17,1.0145351161956788,0.8512981839179993,0.88275,0.942,0.0003
moco,1,probe_recipe_v1,18,0.9778073348999023,0.813801441192627,0.894,0.942,0.0003
moco,1,probe_recipe_v1,19,0.9433948345184326,0.7789875411987305,0.8995,0.943,0.0003
moco,1,probe_recipe_v1,20,0.9128184852600097,0.7468034334182739,0.89875,0.947,0.0003
moco,1,probe_recipe_v1,21,0.8823902087211609,0.7173065257072448,0.89825,0.945,0.0003
moco,1,probe_recipe_v1,22,0.8625645422935486,0.689625671863556,0.8935,0.948,0.0003
moco,1,probe_recipe_v1,23,0.8333506674766541,0.6641890625953675,0.901,0.947,0.0003
moco,1,probe_recipe_v1,24,0.7996914072036743,0.6403350095748901,0.899,0.947,0.0003
moco,1,probe_recipe_v1,25,0.7869005055427551,0.618017614364624,0.892,0.949,0.0003
moco,1,probe_recipe_v1,26,0.7693507103919983,0.5973993396759033,0.89925,0.951,0.0003
moco,1,probe_recipe_v1,27,0.7414778394699096,0.5777283520698547,0.90225,0.951,0.0003
moco,1,probe_recipe_v1,28,0.7248476862907409,0.5595365781784057,0.903,0.951,0.0003
moco,1,probe_recipe_v1,29,0.7036344623565673,0.5424048128128052,0.90125,0.95,0.0003
moco,1,probe_recipe_v1,30,0.6968311185836792,0.5262515387535095,0.9,0.951,0.0003
moco,1,probe_recipe_v1,31,0.677379620552063,0.511009015083313,0.89825,0.951,0.0003
moco,1,probe_recipe_v1,32,0.6585603218078613,0.4966371479034424,0.89825,0.951,0.0003
moco,1,probe_recipe_v1,33,0.6572054977416992,0.4831844711303711,0.903,0.951,0.0003
moco,1,probe_recipe_v1,34,0.6377514734268188,0.4703818039894104,0.9025,0.951,0.0003
moco,1,probe_recipe_v1,35,0.6244072217941284,0.458312762260437,0.90125,0.952,0.0003
moco,1,probe_recipe_v1,36,0.6074566960334777,0.44667119121551513,0.90125,0.952,0.0003
moco,1,probe_recipe_v1,37,0.5969231686592102,0.4357330741882324,0.89775,0.952,0.0003
moco,1,probe_recipe_v1,38,0.5874662857055664,0.42529772472381594,0.9055,0.952,0.0003
moco,1,probe_recipe_v1,39,0.5795407490730285,0.4153881392478943,0.901,0.953,0.0003
moco,1,probe_recipe_v1,40,0.5689890747070312,0.40588456439971926,0.9005,0.953,0.0003
moco,1,probe_recipe_v1,41,0.5621795802116394,0.39685609078407286,0.9035,0.953,0.0003
moco,1,probe_recipe_v1,42,0.5440831246376038,0.3882016999721527,0.91,0.953,0.0003
moco,1,probe_recipe_v1,43,0.5371579751968384,0.38016994857788083,0.90575,0.953,0.0003
moco,1,probe_recipe_v1,44,0.5303512873649597,0.37223498725891113,0.90675,0.952,0.0003
moco,1,probe_recipe_v1,45,0.5315942485332489,0.36473531913757323,0.909,0.952,0.0003
moco,1,probe_recipe_v1,46,0.5081662402153015,0.3576044766902924,0.9075,0.952,0.0003
moco,1,probe_recipe_v1,47,0.5079890089035034,0.3506833941936493,0.90975,0.952,0.0003
moco,1,probe_recipe_v1,48,0.49771948099136354,0.34406609916687014,0.909,0.952,0.0003
moco,1,probe_recipe_v1,49,0.4999472205638886,0.3378624351024628,0.899,0.952,0.0003
moco,1,probe_recipe_v1,50,0.48962241172790527,0.33169386672973633,0.91125,0.952,0.0003
